2,9,13,17,25,26|1
2,9,13,17,25,27|1
2,9,13,17,25,28|2
3,4,5,18,19,23|1
3,4,5,18,19,25|2
1,2,6,8,16,25|2
9,15,16,20,25,31|2
3,4,5,18,19,26|2
9,15,16,20,25,32|1
3,4,5,18,19,27|1
3,4,5,18,19,28|1
9,15,16,20,25,33|1
3,14,17,22,26,27|1
5,6,15,26,28,32|2
3,14,17,22,26,29|2
5,6,15,26,28,33|2
3,4,5,18,19,21|2
3,4,5,18,19,22|1
17,23,24,26,27,30|1
17,23,24,26,27,31|2
17,23,24,26,27,32|1
17,18,22,27,31,33|2
3,14,17,22,26,32|2
3,14,17,22,26,33|2
1,2,6,8,16,31|2
1,3,21,22,29,31|1
10,12,19,23,24,26|1
9,15,16,20,25,26|2
9,15,16,20,25,27|1
9,15,16,20,25,28|2
9,15,16,20,25,29|2
2,4,16,22,28,30|2
2,4,16,22,28,31|2
2,7,9,15,27,28|1
7,16,17,21,28,30|2
7,16,17,21,28,31|1
5,13,16,21,23,24|1
5,13,16,21,23,25|1
5,13,16,21,23,26|2
5,13,16,21,23,28|1
3,7,17,25,26,30|2
3,7,17,25,26,31|2
2,7,9,15,27,30|2
3,7,17,25,26,32|2
7,8,13,18,19,28|2
3,7,17,25,26,33|2
1,9,10,24,29,30|2
7,16,17,21,28,29|2
10,17,23,26,29,31|2
10,17,23,26,29,32|2
5,13,16,21,23,30|2
4,8,10,20,30,31|1
3,12,15,17,18,25|2
5,13,16,21,23,32|1
4,8,10,20,30,32|1
3,12,15,17,18,26|1
4,8,10,20,30,33|1
17,23,24,26,27,29|2
3,7,17,25,26,28|1
3,7,17,25,26,29|1
3,12,15,17,18,20|2
3,12,15,17,18,22|1
9,13,21,25,28,29|2
7,10,17,25,29,30|2
7,10,17,25,29,32|2
3,4,19,22,29,30|1
7,10,17,25,29,33|2
3,4,19,22,29,31|1
4,8,12,13,24,25|1
3,4,19,22,29,32|1
4,8,12,13,24,26|1
3,4,19,22,29,33|1
4,8,12,13,24,27|1
2,6,9,22,30,32|2
4,8,12,13,24,28|1
2,6,9,22,30,33|2
9,15,16,18,24,32|1
9,15,16,18,24,33|2
3,7,11,25,28,29|1
4,8,12,13,24,30|1
4,8,12,13,24,31|1
4,8,12,13,24,32|1
4,8,12,13,24,33|1
2,7,9,15,27,32|1
4,12,22,28,29,33|2
2,7,9,15,27,33|1
9,13,21,25,28,31|1
3,9,16,17,26,30|1
3,9,16,17,26,31|1
3,9,16,17,26,32|1
4,5,8,15,29,30|2
3,9,16,17,26,33|1
4,12,22,28,29,31|2
4,5,8,15,29,32|1
4,12,22,28,29,32|1
4,14,17,23,26,28|2
4,13,16,20,23,29|2
3,9,16,17,26,29|1
12,14,16,24,30,32|1
4,13,16,20,23,25|1
12,14,16,24,30,33|1
4,14,17,23,26,30|2
1,3,10,29,31,32|1
2,3,9,16,28,29|1
4,13,16,20,23,31|2
7,9,10,12,18,23|2
7,9,10,12,18,24|1
4,10,17,19,26,27|2
4,14,17,23,26,33|1
7,9,10,12,18,25|1
4,10,17,19,26,28|1
4,10,17,19,26,29|1
7,9,10,12,18,29|2
2,3,9,16,28,30|1
7,9,10,12,18,20|2
7,9,10,12,18,21|2
7,9,10,12,18,22|2
4,10,17,19,26,30|1
4,10,17,19,26,31|2
4,10,17,19,26,33|1
2,15,17,25,31,32|2
2,15,17,25,31,33|1
7,9,10,12,18,19|2
2,9,11,15,25,30|1
2,9,11,15,25,32|1
4,11,17,20,30,31|2
4,11,17,20,30,32|2
4,11,17,20,30,33|2
12,15,16,20,29,30|1
12,15,16,20,29,31|2
3,5,6,17,22,26|1
3,5,6,17,22,29|1
2,9,11,15,25,27|2
2,9,11,15,25,28|2
3,5,6,17,22,32|1
3,5,6,17,22,33|1
4,6,9,14,20,24|2
4,6,9,14,20,25|2
3,15,16,24,29,31|1
3,15,16,24,29,32|1
3,15,16,24,29,33|1
4,6,9,14,20,28|2
10,16,21,22,25,27|2
7,12,21,25,26,32|2
3,5,9,13,18,19|1
2,5,12,19,29,31|2
2,11,14,17,29,30|2
2,11,14,17,29,33|2
2,4,5,10,17,28|1
5,10,18,23,28,31|2
2,4,5,10,17,29|1
5,10,18,23,28,32|1
10,13,18,20,25,31|2
4,7,12,16,24,33|1
10,13,18,20,25,32|2
10,13,18,20,25,33|2
2,4,5,10,17,23|1
3,5,9,13,18,20|2
3,5,9,13,18,21|2
2,4,5,10,17,25|1
3,5,9,13,18,22|2
2,4,5,10,17,26|1
3,5,9,13,18,23|2
2,4,5,10,17,27|1
3,5,9,13,18,24|1
10,22,25,27,28,32|2
3,5,9,13,18,25|2
10,22,25,27,28,33|2
3,5,9,13,18,26|2
3,5,9,13,18,27|1
3,5,9,13,18,29|1
2,16,17,22,31,32|1
2,16,17,22,31,33|1
7,12,21,25,26,29|1
10,22,25,27,28,31|2
5,14,17,24,26,32|2
5,14,17,24,26,33|1
4,5,10,13,17,20|1
2,4,5,10,17,31|1
4,5,10,13,17,21|1
2,4,5,10,17,32|1
3,5,9,13,18,30|2
3,5,9,13,18,31|2
4,5,10,13,17,25|1
3,5,9,13,18,32|2
4,5,10,13,17,26|1
3,5,9,13,18,33|2
4,5,10,13,17,27|1
10,16,21,22,25,32|2
4,9,16,19,28,31|1
2,3,19,22,25,26|1
2,3,19,22,25,29|1
9,13,24,28,29,31|1
4,9,16,19,28,29|1
4,7,12,16,24,31|1
4,7,12,16,24,29|1
5,7,15,25,31,32|2
4,7,12,16,24,25|1
4,7,12,16,24,26|1
10,18,23,25,32,33|2
4,7,12,16,24,28|1
3,18,20,22,28,29|1
4,6,9,14,20,30|2
15,17,23,28,30,31|2
4,6,9,14,20,33|1
1,3,7,8,28,29|1
1,2,5,13,27,30|1
1,2,5,13,27,31|1
1,3,7,8,28,30|1
3,7,14,28,29,31|1
3,7,14,28,29,32|2
3,7,14,28,29,33|2
1,9,14,15,22,32|2
1,9,14,15,22,33|2
3,11,20,23,25,26|1
3,11,20,23,25,27|1
4,6,15,16,21,32|1
4,6,15,16,21,22|2
4,6,15,16,21,25|2
1,6,9,10,24,26|2
2,4,15,19,26,27|2
11,14,15,21,28,31|1
1,9,14,15,22,25|2
4,6,17,25,26,28|2
9,13,15,16,18,31|1
1,9,14,15,22,28|1
4,6,17,25,26,29|2
3,11,20,23,25,30|1
3,11,20,23,25,32|1
4,5,21,26,28,30|2
3,11,20,23,25,33|1
8,11,13,18,28,31|2
11,14,15,21,28,29|1
4,6,17,25,26,30|2
4,6,17,25,26,33|2
4,6,12,21,25,32|1
4,6,12,21,25,33|2
3,8,10,19,26,27|2
10,22,24,26,27,29|2
3,8,10,19,26,28|2
3,8,10,19,26,29|1
2,3,8,16,17,30|2
2,3,8,16,17,31|1
2,3,8,16,17,32|2
1,12,25,27,28,30|1
2,3,8,16,17,33|2
1,12,25,27,28,31|1
4,6,12,21,25,30|1
4,8,12,22,30,31|1
4,8,12,22,30,33|1
5,10,15,22,30,31|2
5,10,15,22,30,32|1
4,8,17,26,31,33|2
2,3,8,16,17,24|1
4,6,18,19,22,24|1
2,3,8,16,17,25|2
4,6,18,19,22,25|2
2,3,8,16,17,26|1
4,6,18,19,22,27|1
2,3,8,16,17,28|1
4,6,18,19,22,28|1
2,3,8,16,17,29|2
4,6,12,21,25,26|2
4,6,12,21,25,28|2
2,3,19,22,25,30|1
2,3,19,22,25,31|1
8,9,14,22,26,28|1
2,3,8,16,17,20|1
2,3,8,16,17,21|2
2,3,8,16,17,22|2
2,3,8,16,17,23|2
10,22,24,26,27,31|2
10,22,24,26,27,32|1
10,22,24,26,27,33|2
4,6,18,19,22,30|1
4,6,18,19,22,32|2
8,16,17,24,31,32|2
4,6,18,19,22,33|2
8,16,17,24,31,33|1
2,4,15,19,26,30|1
2,3,8,16,17,19|1
1,16,20,25,26,30|1
8,9,11,12,20,24|1
8,9,11,12,20,25|2
8,9,11,12,20,29|2
7,24,26,28,29,31|2
1,5,17,23,29,32|1
2,4,5,10,17,18|1
4,13,25,29,31,32|2
5,12,13,21,22,29|2
1,9,17,25,28,30|1
1,9,17,25,28,31|1
1,9,17,25,28,29|2
2,14,17,26,28,29|2
2,8,14,15,22,32|2
2,8,14,15,22,33|2
2,8,14,15,22,25|2
2,8,14,15,22,28|2
9,13,15,16,18,22|1
7,9,16,19,21,27|1
6,13,14,17,19,30|1
1,3,5,10,16,31|1
1,3,5,10,16,32|1
5,11,16,17,27,31|1
3,13,17,25,26,29|2
3,5,8,14,20,23|2
3,5,8,14,20,24|2
3,5,8,14,20,28|1
6,13,14,17,19,20|2
6,13,14,17,19,22|2
7,9,16,19,21,30|2
7,10,16,17,25,30|1
6,13,14,17,19,26|2
7,10,16,17,25,32|1
9,11,18,20,28,30|1
7,10,16,17,25,33|1
8,15,19,22,26,28|1
3,5,8,14,20,29|2
16,17,23,29,30,33|2
1,13,25,26,31,33|2
2,3,16,25,28,29|1
1,3,5,10,16,17|1
1,3,5,10,16,19|1
4,13,25,29,31,33|2
8,15,19,22,26,33|2
6,9,10,15,18,19|2
1,3,5,10,16,25|1
1,3,5,10,16,27|1
1,3,5,10,16,28|1
1,2,4,13,16,23|2
1,3,5,10,16,20|1
1,2,4,13,16,25|1
1,2,4,13,16,26|1
1,3,5,10,16,24|1
4,5,15,17,18,22|1
6,9,10,15,18,22|2
4,5,15,17,18,23|2
4,5,15,17,18,25|2
6,9,10,15,18,25|2
6,9,10,15,18,27|2
1,13,25,26,31,32|2
3,14,19,24,26,31|1
1,23,24,27,29,30|2
9,14,21,22,28,31|2
1,6,10,13,15,20|1
1,6,10,13,15,21|1
1,6,10,13,15,22|1
4,5,15,21,22,25|2
4,5,15,21,22,28|2
1,6,10,13,15,26|1
1,6,10,13,15,27|1
6,9,10,15,18,32|2
1,6,10,13,15,18|1
6,9,10,15,18,33|1
2,3,7,10,14,16|1
1,11,14,16,29,30|2
1,11,14,16,29,31|2
2,3,6,13,27,31|1
1,11,14,16,29,32|2
1,4,15,25,30,31|1
4,5,14,17,32,33|2
1,4,15,25,30,33|1
3,14,19,24,26,30|1
3,8,10,19,26,30|2
5,11,17,21,30,31|2
3,8,10,19,26,31|2
3,8,10,19,26,32|2
5,11,17,21,30,33|2
4,5,15,21,22,30|2
3,14,19,24,26,27|1
3,14,19,24,26,29|1
9,10,17,22,27,31|1
9,10,17,22,27,32|1
2,3,16,25,28,30|1
2,3,6,13,27,29|1
3,4,9,16,29,31|1
3,4,9,16,29,32|2
3,4,9,16,29,33|2
9,10,17,22,27,29|1
1,9,13,21,26,29|2
1,7,10,24,25,27|1
4,8,14,15,24,25|2
3,5,7,20,24,25|2
4,8,14,15,24,28|2
2,3,7,10,14,27|1
1,7,10,24,25,31|2
2,5,15,17,28,30|1
4,8,14,15,24,30|2
2,5,15,17,28,31|2
4,8,14,15,24,32|1
3,5,7,20,24,31|2
4,8,14,15,24,33|1
5,15,16,19,26,28|2
5,11,16,17,27,28|1
6,10,14,19,27,32|1
11,16,21,23,25,27|2
2,3,7,10,14,25|2
1,10,13,18,28,29|1
8,10,12,14,23,26|1
8,10,12,14,23,27|2
8,10,12,14,23,28|1
8,10,12,14,23,29|2
4,13,14,16,20,21|2
4,13,14,16,20,23|2
9,15,17,26,28,29|2
8,10,12,14,23,25|1
3,16,17,23,31,32|1
3,16,17,23,31,33|1
1,10,13,18,28,30|1
5,6,12,23,27,31|1
3,4,15,25,32,33|1
3,8,12,16,24,25|1
3,8,12,16,24,26|1
3,8,12,16,24,27|1
9,10,16,19,25,26|2
3,8,12,16,24,28|1
9,10,16,19,25,27|1
3,8,12,16,24,29|1
9,10,16,19,25,28|1
9,10,16,19,25,29|2
8,10,12,14,23,31|2
8,10,12,14,23,32|2
8,10,12,14,23,33|1
3,4,9,16,29,30|2
5,6,16,28,30,31|1
5,13,14,16,19,22|2
9,15,17,26,28,30|1
9,15,17,26,28,31|2
5,13,14,16,19,25|2
5,13,14,16,19,28|1
5,13,14,16,19,29|2
2,9,15,27,31,33|1
1,8,10,30,31,33|2
3,8,12,16,24,30|1
3,8,12,16,24,31|1
3,8,12,16,24,32|1
9,10,16,19,25,31|2
3,8,12,16,24,33|1
9,10,16,19,25,33|2
4,9,10,15,16,20|2
4,9,10,15,16,19|2
5,13,14,16,19,33|2
1,7,8,17,31,32|1
9,10,16,19,25,30|1
3,8,11,22,28,29|1
12,23,24,27,30,31|2
12,23,24,27,30,33|2
4,9,10,15,16,30|1
1,6,10,13,15,32|1
4,6,14,29,30,32|2
4,6,14,29,30,33|2
1,6,10,13,15,29|1
4,9,10,15,16,22|2
4,9,10,15,16,27|2
4,5,10,13,17,28|1
8,10,16,18,25,28|2
1,2,4,13,16,30|2
1,2,4,13,16,31|1
3,8,10,23,30,31|1
8,10,16,18,25,27|2
4,5,10,13,17,30|1
2,4,5,7,27,28|2
4,5,10,13,17,31|1
4,5,10,13,17,33|1
2,3,5,9,13,30|1
2,3,5,9,13,31|1
2,3,5,9,13,32|1
2,3,5,9,13,33|1
4,5,15,17,18,32|2
16,23,26,30,31,33|2
8,10,16,18,25,31|2
9,12,14,17,29,33|1
6,16,19,22,28,31|1
9,13,16,20,21,23|2
10,13,18,20,25,27|2
10,12,15,25,26,32|2
2,3,5,8,25,30|1
9,13,16,20,21,25|1
10,13,18,20,25,29|1
2,3,5,8,25,32|1
9,12,14,17,29,30|1
9,13,16,20,21,29|2
9,12,14,17,29,31|2
9,12,14,17,29,32|2
2,3,5,9,13,14|1
3,5,12,19,20,25|2
2,3,5,9,13,16|1
2,3,5,9,13,17|1
2,3,5,9,13,18|1
3,5,12,19,20,29|1
2,3,5,9,13,19|1
10,12,15,25,26,29|2
3,9,18,22,30,31|2
2,3,5,8,25,29|1
3,5,12,19,20,22|1
16,18,25,27,29,31|2
2,7,14,16,19,25|2
6,16,19,22,28,29|1
2,7,14,16,19,29|2
11,13,18,21,25,26|2
2,3,5,8,25,26|1
7,10,16,17,25,28|1
7,10,16,17,25,29|1
2,7,14,16,19,22|2
2,3,5,9,13,25|1
2,3,5,9,13,26|1
4,13,14,16,20,30|2
2,3,5,9,13,29|1
4,13,14,16,20,31|2
12,15,16,20,29,32|1
12,15,16,20,29,33|2
4,13,14,16,20,24|1
2,9,11,15,25,33|2
4,13,14,16,20,25|1
4,13,14,16,20,26|2
2,3,5,9,13,20|1
2,3,5,9,13,21|1
4,13,14,16,20,28|1
2,3,5,9,13,22|1
4,13,14,16,20,29|2
2,3,5,9,13,23|1
4,5,15,19,21,22|2
4,5,15,19,21,23|2
7,10,17,20,27,30|2
4,8,11,13,25,27|2
7,10,17,20,27,33|2
2,6,9,13,24,30|2
2,6,9,13,24,31|1
1,14,17,27,31,33|1
3,9,12,13,24,31|1
4,8,12,19,28,30|2
4,8,12,19,28,31|2
3,9,12,13,24,25|1
3,6,16,19,20,22|1
3,9,12,13,24,26|1
3,6,16,19,20,25|1
4,8,12,19,28,29|1
3,6,16,19,20,29|1
7,10,14,24,31,32|1
7,10,14,24,31,33|2
14,15,18,24,29,32|2
5,6,9,16,17,24|2
5,6,9,16,17,25|2
8,13,16,17,20,23|2
1,3,9,13,16,21|1
8,13,16,17,20,24|2
1,3,9,13,16,22|1
5,6,9,16,17,27|2
8,13,16,17,20,25|2
1,3,9,13,16,23|1
5,6,9,16,17,28|2
1,3,9,13,16,24|1
1,8,14,25,27,28|2
1,3,9,13,16,25|1
8,13,16,17,20,28|2
10,11,20,22,27,29|1
1,3,9,13,16,28|1
1,3,9,13,16,29|1
1,4,5,20,25,31|2
3,17,20,24,26,27|2
10,14,16,22,30,32|2
3,17,20,24,26,29|1
4,5,7,14,16,32|1
9,10,14,24,28,29|2
4,5,7,14,16,33|2
2,7,8,14,26,28|1
5,6,9,16,17,30|2
5,6,9,16,17,32|2
1,3,5,24,26,27|2
5,6,9,16,17,33|1
1,4,5,20,25,26|2
1,4,5,20,25,27|1
5,10,12,16,25,30|1
1,4,5,20,25,29|2
5,10,12,16,25,31|2
5,10,12,16,25,32|1
5,6,9,16,17,19|1
5,10,12,16,25,33|2
1,3,9,13,16,17|1
1,3,9,13,16,18|1
4,5,7,14,16,20|2
9,10,15,18,24,32|1
16,17,21,26,27,30|2
9,10,15,18,24,33|2
4,5,7,14,16,24|2
16,17,21,26,27,32|2
4,5,7,14,16,25|2
16,17,21,26,27,33|1
4,5,7,14,16,27|2
4,5,7,14,16,28|1
5,6,9,16,17,22|2
7,8,11,15,29,33|1
6,10,15,22,29,32|2
6,10,15,22,29,33|2
10,11,13,17,18,20|2
1,3,9,14,18,31|1
13,14,19,26,28,29|1
1,3,9,14,18,32|2
10,11,13,17,18,23|2
5,10,12,16,25,26|2
5,10,12,16,25,27|1
5,10,12,16,25,28|2
10,11,13,17,18,26|2
5,10,12,16,25,29|2
10,11,13,17,18,28|2
5,15,17,22,28,30|2
5,15,17,22,28,31|2
5,15,17,22,28,32|1
5,15,17,22,28,33|1
9,10,15,18,24,27|2
17,18,22,25,28,31|2
4,5,7,14,16,17|2
4,5,7,14,16,19|2
10,11,13,17,18,30|2
10,11,13,17,18,33|2
5,15,17,22,28,29|2
5,15,17,28,31,33|2
2,4,19,26,30,31|2
2,6,9,13,24,25|1
2,6,9,13,24,26|1
2,6,9,13,24,27|1
2,6,9,13,24,29|2
3,6,16,19,20,31|1
2,12,14,15,17,32|2
2,12,14,15,17,33|1
2,13,24,26,30,31|1
6,10,13,20,27,28|2
5,6,12,25,30,31|2
6,10,13,20,27,33|2
1,15,17,22,28,29|2
2,8,10,11,20,31|2
2,8,10,11,20,23|2
2,8,10,11,20,25|1
2,12,14,15,17,21|2
4,8,10,25,32,33|2
2,8,10,11,20,26|2
2,8,10,11,20,27|2
2,12,14,15,17,23|2
2,8,10,11,20,29|2
2,12,14,15,17,25|1
2,12,14,15,17,26|1
2,12,14,15,17,27|2
2,12,14,15,17,29|2
7,8,11,15,29,30|1
7,8,11,15,29,31|2
5,13,17,22,24,32|1
5,13,17,22,24,33|1
10,14,18,22,27,28|1
3,4,9,20,21,29|1
1,13,15,26,28,31|2
7,13,24,25,27,28|2
3,4,9,20,21,23|1
3,4,9,20,21,25|1
3,4,9,20,21,26|1
6,12,22,25,27,28|1
2,12,14,15,17,18|2
2,5,15,17,28,29|2
2,12,14,15,17,19|1
8,15,16,24,27,33|2
5,13,17,22,24,27|2
5,13,17,22,24,29|2
3,4,9,20,21,30|1
3,4,9,20,21,31|1
1,13,15,26,28,29|2
8,15,16,24,27,32|2
2,7,8,15,16,31|2
2,10,13,14,26,31|1
2,10,13,14,26,32|1
6,12,14,15,30,33|2
3,18,27,29,30,32|1
7,13,14,18,19,30|2
2,4,10,15,25,27|2
2,4,10,15,25,28|2
7,13,14,18,19,33|2
2,10,13,14,26,27|1
10,14,18,22,27,30|2
3,4,5,13,17,30|2
10,14,18,22,27,32|2
10,14,18,22,27,33|2
1,10,11,16,28,30|1
1,10,11,16,28,31|2
2,4,10,15,25,30|1
2,4,10,15,25,32|1
2,4,10,15,25,33|2
3,4,5,13,17,26|2
1,4,6,14,21,30|2
3,4,5,13,17,28|1
3,4,5,13,17,29|1
7,13,14,18,19,25|2
7,13,14,18,19,26|2
7,13,14,18,19,27|2
