1,3,4,5,6,7,8,9,10,13,17,19,20,21,22,23,24,28,30,31,32
3,4,7,8,10,12,15,16,17,18,21,22,23,26,27,28,29,30,31,32,33
1,3,4,66,7,9,11,12,14,16,17,18,20,21,24,25,26,27,28,30,32
1,3,5,6,7,9,10,12,14,16,17,18,20,22,23,26,27,28,29,32,33
1,2,4,5,8,9,10,11,14,15,17,19,20,21,22,24,25,27,28,29,33
1,2,3,4,6,7,9,11,12,13,14,15,16,17,18,19,20,21,24,25,26,27,28
1,2,5,9,10,11,12,14,15,19,20,21,24,27,29,30,31,32
1,3,4,5,6,10,13,16,17,18,20,21,22,23,26,29,31,33
1,2,3,4,5,7,10,12,13,16,17,18,22,23,26,27,30,32
3,5,6,7,8,14,15,18,19,20,22,23,25,26,28,29,31,32
2,6,7,8,10,12,18,19,20,21,22,23,24,26,27,28,30,33
2,5,10,13,15,17,19,20,21,22,23,24,26,27,28,30,31,32
2,4,6,9,10,13,15,18,19,22,23,25,26,27,29,30,32,33
1,2,3,7,8,9,11,12,18,21,22,23,25,26,27,28,30,32
1,2,4,6,7,8,11,12,17,18,20,22,23,26,27,31,32,33
